sale_id,sale_date,customer_id,car_id,quantity,sale_price,total_amount,salesperson
S01482,2024-06-18,CU0584,C0321,2,60012.0,120024.0,Cesar Valenzuela
S01483,2024-08-21,CU0172,C0125,2,99304.0,198608.0,Sarah Beck
S01484,2024-06-27,CU1649,C0375,3,82147.0,246441.0,Kristy Lopez
S01485,2023-12-19,CU1536,C0029,3,39367.0,118101.0,Keith Cross
S01486,2023-05-06,CU1737,C0351,1,52255.0,52255.0,Stephen Burke
S01487,2022-12-18,CU0751,C0489,1,98630.0,98630.0,Henry Clark
S01488,2023-04-12,CU1968,C0114,2,88791.0,177582.0,Danny Peterson
S01489,2024-11-23,CU0041,C0298,3,57783.0,173349.0,Tyrone Medina
S01490,2025-04-05,CU0775,C0363,3,83472.0,250416.0,Shane Anderson
S01491,2024-11-22,CU1245,C0365,2,35595.0,71190.0,Elizabeth Huynh
S01492,2024-07-11,CU0239,C0284,1,90897.0,90897.0,Steven Beard
S01493,2025-04-20,CU1454,C0100,2,82605.0,165210.0,Alicia Reed
S01494,2023-10-06,CU1369,C0143,2,76656.0,153312.0,Scott Boyd
S01495,2025-09-24,CU1389,C0056,2,67121.0,134242.0,Steven Ward
S01496,2023-06-06,CU1939,C0195,1,96178.0,96178.0,Mr. Victor Ross
S01497,2023-11-10,CU0847,C0219,2,82893.0,165786.0,Alicia Martinez
S01498,2022-11-28,CU0729,C0448,3,79722.0,239166.0,Cindy Mcgrath
S01499,2023-12-23,CU0181,C0078,1,69331.0,69331.0,Nathan Weaver
S01500,2023-01-29,CU0882,C0219,1,67202.0,67202.0,Evan Morrison
S01501,2025-03-05,CU0749,C0493,2,49274.0,98548.0,Anita Flores
S01502,2025-10-29,CU1600,C0436,3,27118.0,81354.0,Jeremy Anderson
S01503,2025-09-14,CU1867,C0044,2,96702.0,193404.0,Jessica Kelly DDS
S01504,2023-09-26,CU1275,C0439,2,62928.0,125856.0,Jose Richard
S01505,2023-09-05,CU0759,C0266,3,99574.0,298722.0,Cynthia Lopez
S01506,2023-05-17,CU1541,C0242,3,60694.0,182082.0,Kimberly Lyons
S01507,2024-03-30,CU1858,C0116,2,52547.0,105094.0,Veronica Rodriguez
S01508,2024-03-03,CU1249,C0018,3,84548.0,253644.0,Lauren Ortiz
S01509,2024-11-15,CU0571,C0038,2,29941.0,59882.0,Yvonne Martin
S01510,2023-01-20,CU1264,C0375,2,57060.0,114120.0,Michael Robinson
S01511,2024-09-07,CU1944,C0209,2,54596.0,109192.0,Melinda Lambert
S01512,2024-11-19,CU0734,C0010,2,45897.0,91794.0,Stephanie Williams
S01513,2025-08-05,CU0107,C0380,1,99289.0,99289.0,Shawn Carter
S01514,2024-09-24,CU0328,C0305,3,53344.0,160032.0,Zachary Wilkinson
S01515,2025-07-14,CU0887,C0058,2,53740.0,107480.0,Dustin Mitchell
S01516,2024-12-05,CU0884,C0123,1,50095.0,50095.0,David Bruce
S01517,2024-04-20,CU0116,C0257,2,88891.0,177782.0,Crystal Williams
S01518,2022-12-10,CU0535,C0145,3,77272.0,231816.0,Linda Douglas
S01519,2025-09-20,CU1019,C0279,2,33280.0,66560.0,Monica Washington
S01520,2023-02-20,CU0110,C0217,2,36638.0,73276.0,Christine Lane
S01521,2024-08-23,CU0821,C0244,3,80419.0,241257.0,Gary Perry
S01522,2023-11-23,CU1031,C0398,2,42073.0,84146.0,Deborah Wood
S01523,2025-01-04,CU1460,C0151,3,18550.0,55650.0,Erika Peterson
S01524,2024-11-26,CU1571,C0242,2,27196.0,54392.0,Sheena Jones
S01525,2023-03-13,CU1005,C0109,3,34218.0,102654.0,Noah Parker
S01526,2024-04-12,CU1176,C0181,1,80231.0,80231.0,Ralph Brooks
S01527,2024-12-29,CU1712,C0068,1,50892.0,50892.0,Jacqueline Long
S01528,2023-09-11,CU1221,C0176,3,62491.0,187473.0,Jonathan Garrett
S01529,2024-05-14,CU1263,C0356,1,97584.0,97584.0,Katelyn Ortega
S01530,2025-07-07,CU0475,C0018,3,74289.0,222867.0,Richard Bryan
S01531,2025-05-21,CU0075,C0306,1,16449.0,16449.0,Tonya Heath
S01532,2023-02-26,CU0217,C0156,2,88479.0,176958.0,Tyler Peterson DVM
S01533,2024-08-18,CU0704,C0099,3,55734.0,167202.0,Dean Rojas
S01534,2023-03-18,CU1909,C0318,1,99705.0,99705.0,Elizabeth Buckley
S01535,2024-11-04,CU0307,C0209,3,44409.0,133227.0,Mary Fleming
S01536,2023-03-17,CU1468,C0355,2,98435.0,196870.0,Mandy Smith
S01537,2024-04-09,CU1220,C0183,1,83732.0,83732.0,Catherine Alvarado
S01538,2025-05-17,CU1712,C0050,2,19657.0,39314.0,Christopher Harris
S01539,2023-05-08,CU1538,C0456,3,91217.0,273651.0,Connie Chambers
S01540,2024-01-31,CU1364,C0187,2,81647.0,163294.0,Mary Hernandez
S01541,2023-05-14,CU0267,C0398,3,50146.0,150438.0,Vanessa Hopkins
S01542,2024-08-06,CU1566,C0418,3,26182.0,78546.0,Kelly Young
S01543,2024-01-11,CU1182,C0224,3,83170.0,249510.0,Melissa Shannon
S01544,2023-02-22,CU0432,C0313,3,86758.0,260274.0,Joseph Walter
S01545,2025-02-28,CU0991,C0339,3,38290.0,114870.0,Eric Gonzalez
S01546,2025-06-22,CU0610,C0218,1,37875.0,37875.0,Kelly Thompson
S01547,2023-11-16,CU1514,C0346,1,36105.0,36105.0,Patricia Smith
S01548,2024-01-17,CU0887,C0382,1,79592.0,79592.0,Barbara Thompson
S01549,2025-09-25,CU0016,C0003,2,58313.0,116626.0,Darrell Gonzalez
S01550,2023-01-01,CU0567,C0127,2,49658.0,99316.0,Grace Newman
S01551,2024-08-15,CU1345,C0282,1,79188.0,79188.0,Kim Vazquez
S01552,2025-05-07,CU0746,C0209,3,36854.0,110562.0,Justin Young
S01553,2023-05-22,CU0478,C0364,2,99621.0,199242.0,Jessica Price
S01554,2024-08-03,CU0849,C0137,3,82456.0,247368.0,Cheyenne Clayton
S01555,2023-10-28,CU1611,C0496,3,90038.0,270114.0,Jeffery Miller
S01556,2024-06-09,CU1201,C0341,1,34125.0,34125.0,Elizabeth Thompson
S01557,2023-04-04,CU0280,C0343,2,18625.0,37250.0,Bonnie Williams
S01558,2022-11-08,CU0451,C0003,2,96667.0,193334.0,Erika Sparks
S01559,2023-01-20,CU0043,C0079,3,80843.0,242529.0,Mr. Christopher Baker
S01560,2025-07-17,CU0403,C0445,2,71790.0,143580.0,Theresa Marsh
S01561,2024-01-10,CU0389,C0444,3,86519.0,259557.0,Derek Bowman
S01562,2024-01-03,CU0162,C0147,3,20910.0,62730.0,Erin Dunn
S01563,2024-08-27,CU0327,C0048,2,32952.0,65904.0,Rachel Rangel
S01564,2024-12-02,CU0519,C0073,1,46559.0,46559.0,Terry Martinez
S01565,2023-02-16,CU0437,C0130,1,74481.0,74481.0,William Miller
S01566,2022-11-06,CU1075,C0474,3,40895.0,122685.0,Randall Cooper
S01567,2024-11-25,CU1027,C0284,3,48705.0,146115.0,William Leblanc
S01568,2024-08-20,CU0725,C0211,1,30953.0,30953.0,Denise Bruce
S01569,2023-02-07,CU1822,C0122,2,29679.0,59358.0,Victor Dunn
S01570,2023-01-17,CU0307,C0181,1,34252.0,34252.0,Carl Jordan
S01571,2022-12-23,CU0078,C0264,3,46626.0,139878.0,Michelle Riley
S01572,2024-03-03,CU1343,C0099,1,97792.0,97792.0,Mary Harris
S01573,2024-08-10,CU1779,C0498,2,31807.0,63614.0,Jared Gray
S01574,2023-12-03,CU0683,C0144,1,52969.0,52969.0,Aaron Johnson
S01575,2025-08-07,CU0674,C0381,3,47137.0,141411.0,Michael Molina
S01576,2022-11-26,CU1825,C0156,1,81467.0,81467.0,Anna Johnson
S01577,2024-09-10,CU0562,C0286,1,90490.0,90490.0,Larry Mitchell
S01578,2025-06-23,CU1769,C0369,1,32926.0,32926.0,Tiffany Bowers
S01579,2023-07-24,CU1048,C0006,2,66967.0,133934.0,Andrew Orr
S01580,2024-03-15,CU0877,C0400,2,77918.0,155836.0,Scott Valdez
S01581,2025-01-12,CU1416,C0009,1,78703.0,78703.0,Lauren Dorsey
S01582,2023-08-13,CU1072,C0139,1,16890.0,16890.0,Peter Jackson
S01583,2025-06-03,CU0681,C0060,1,68206.0,68206.0,Kelly Parrish
S01584,2023-01-10,CU1604,C0291,3,92533.0,277599.0,Glenn Ward
S01585,2024-11-02,CU1800,C0191,3,72269.0,216807.0,Melvin Callahan
S01586,2023-08-13,CU1221,C0057,1,52940.0,52940.0,Mrs. Alexandra Taylor PhD
S01587,2024-02-27,CU0575,C0364,2,64964.0,129928.0,Albert Torres
S01588,2025-10-30,CU1526,C0424,1,86674.0,86674.0,Joshua Casey
S01589,2024-11-28,CU0068,C0131,2,49387.0,98774.0,Michael Jackson
S01590,2025-10-24,CU1742,C0351,3,30137.0,90411.0,Alexandra Ortiz
S01591,2023-03-14,CU0849,C0092,1,26523.0,26523.0,Kristen Mckinney
S01592,2025-02-10,CU1521,C0138,1,53190.0,53190.0,Marc Smith
S01593,2024-02-18,CU0691,C0058,3,29564.0,88692.0,Daniel Rodriguez
S01594,2024-05-01,CU0298,C0217,3,32864.0,98592.0,Audrey Moore
S01595,2025-07-05,CU1040,C0229,1,67756.0,67756.0,Robert Sanchez
S01596,2023-08-23,CU1688,C0319,3,53619.0,160857.0,Francisco Bennett
S01597,2025-09-29,CU0969,C0137,3,85669.0,257007.0,Russell Powell
S01598,2025-02-27,CU1387,C0057,3,48018.0,144054.0,Jacqueline Hill
S01599,2025-09-28,CU1983,C0431,2,69733.0,139466.0,Zachary Reed
S01600,2025-08-31,CU0054,C0065,3,98121.0,294363.0,Heather Marshall
S01601,2025-02-28,CU0630,C0037,2,61770.0,123540.0,Carrie Powers
S01602,2024-12-08,CU1955,C0322,1,52153.0,52153.0,Joy Weeks
S01603,2024-09-29,CU0673,C0037,3,96050.0,288150.0,Briana Castro
S01604,2025-05-18,CU0229,C0470,2,86385.0,172770.0,Christine Hale
S01605,2025-01-13,CU1958,C0348,2,40309.0,80618.0,Jeffrey Hines
S01606,2022-12-22,CU1339,C0050,3,55475.0,166425.0,Benjamin Keller
S01607,2025-04-26,CU0243,C0444,1,63189.0,63189.0,Jeffery Skinner
S01608,2025-08-23,CU0951,C0320,1,56050.0,56050.0,Gregory Pierce
S01609,2023-08-28,CU0384,C0456,3,94534.0,283602.0,Debra Welch
S01610,2025-04-05,CU0971,C0368,3,27425.0,82275.0,Stephen Davis
S01611,2025-06-03,CU1898,C0445,1,73363.0,73363.0,Charles White
S01612,2025-03-26,CU0437,C0134,1,15276.0,15276.0,Heather Melton
S01613,2023-09-30,CU0027,C0297,1,88828.0,88828.0,Robert Wagner
S01614,2023-03-04,CU0512,C0394,2,86507.0,173014.0,Gary Weaver
S01615,2025-04-27,CU0426,C0375,2,32534.0,65068.0,Alicia Massey
S01616,2023-07-22,CU0840,C0439,2,55258.0,110516.0,Marc Meyers
S01617,2024-11-18,CU1419,C0138,3,97604.0,292812.0,Heather Lynch
S01618,2023-11-08,CU1325,C0078,3,29164.0,87492.0,Tammy Fitzpatrick
S01619,2023-08-24,CU0772,C0027,2,80705.0,161410.0,Benjamin Kim
S01620,2025-10-13,CU0380,C0040,1,98374.0,98374.0,Shelby Collins
S01621,2025-06-11,CU1894,C0224,1,76475.0,76475.0,Adam Jones
S01622,2023-11-22,CU0957,C0254,1,45278.0,45278.0,John Gonzales
S01623,2024-11-19,CU0305,C0165,1,47060.0,47060.0,Jordan Roberts
S01624,2024-12-16,CU0273,C0283,1,99123.0,99123.0,Jesse Hill
S01625,2024-08-24,CU1927,C0034,2,47091.0,94182.0,Christian Salazar
S01626,2023-05-28,CU0537,C0237,2,47108.0,94216.0,Maria Saunders
S01627,2024-06-10,CU1802,C0425,2,91700.0,183400.0,Jill Edwards
S01628,2024-08-25,CU0880,C0043,2,40184.0,80368.0,Megan Simpson
S01629,2025-05-19,CU1271,C0143,2,23740.0,47480.0,Amanda Mendoza
S01630,2024-02-10,CU0479,C0383,2,23846.0,47692.0,Carly Patterson
S01631,2025-02-23,CU0283,C0151,2,40318.0,80636.0,Christopher Shelton
S01632,2024-06-24,CU0702,C0313,1,65482.0,65482.0,Katherine Clark
S01633,2024-11-20,CU1763,C0419,2,45217.0,90434.0,David Davis
S01634,2022-11-07,CU1683,C0492,3,80058.0,240174.0,Nicole Burns
S01635,2023-11-30,CU0225,C0371,1,37181.0,37181.0,Patricia Riley
S01636,2022-11-14,CU0906,C0065,2,36742.0,73484.0,Jeffrey Brown
S01637,2024-01-31,CU0744,C0160,1,48833.0,48833.0,Ryan Frye
S01638,2024-01-04,CU0853,C0268,2,86952.0,173904.0,Charles Mcdaniel MD
S01639,2023-11-12,CU1567,C0332,1,37140.0,37140.0,Thomas Zamora
S01640,2024-09-11,CU1569,C0448,3,38715.0,116145.0,Kevin Reynolds
S01641,2023-11-15,CU0390,C0011,2,40235.0,80470.0,Norma Pugh
S01642,2024-10-25,CU0679,C0419,1,17475.0,17475.0,Rachel Herring
S01643,2024-06-04,CU0326,C0079,3,49445.0,148335.0,Kimberly Jones
S01644,2024-03-01,CU0103,C0206,1,95764.0,95764.0,Daniel Rose
S01645,2023-10-31,CU0403,C0442,2,30892.0,61784.0,Pamela Johnson
S01646,2025-10-20,CU1557,C0338,2,57671.0,115342.0,Brandon Hoffman
S01647,2024-03-17,CU0110,C0121,1,88235.0,88235.0,Joshua Guerra
S01648,2023-08-08,CU1178,C0436,3,67063.0,201189.0,Alejandro Miller
S01649,2024-02-16,CU1202,C0368,2,74610.0,149220.0,Sara Miller
S01650,2024-01-20,CU0622,C0478,2,20918.0,41836.0,Christopher Barron
S01651,2025-01-17,CU0406,C0238,3,96028.0,288084.0,Larry Dominguez
S01652,2024-05-07,CU0764,C0151,1,40550.0,40550.0,Andrea Sharp
S01653,2025-07-21,CU0220,C0426,2,41454.0,82908.0,Daniel Miller
S01654,2024-06-10,CU0836,C0481,1,50836.0,50836.0,Laura Aguirre
S01655,2025-02-10,CU1324,C0239,3,91878.0,275634.0,Arthur French
S01656,2024-03-09,CU1223,C0140,1,57109.0,57109.0,Melissa Johnson
S01657,2022-12-22,CU1459,C0239,1,61954.0,61954.0,Francis Hancock
S01658,2024-04-04,CU0228,C0377,3,80665.0,241995.0,Charles Jensen
S01659,2023-09-09,CU0019,C0327,3,93635.0,280905.0,Tammy Lee
S01660,2025-10-03,CU0270,C0477,1,29469.0,29469.0,Christina Fox
S01661,2024-04-17,CU0676,C0339,2,71180.0,142360.0,Jason Norris
S01662,2024-07-08,CU0150,C0202,1,62657.0,62657.0,Sierra Pierce
S01663,2024-10-14,CU0689,C0382,1,73882.0,73882.0,Sarah Lee
S01664,2023-03-20,CU1245,C0430,2,19317.0,38634.0,Maria Jenkins
S01665,2024-12-03,CU0936,C0097,3,41137.0,123411.0,Lauren Caldwell
S01666,2024-08-16,CU0547,C0280,2,29988.0,59976.0,Erik Wilson
S01667,2024-12-18,CU0914,C0100,3,17126.0,51378.0,Kristen Norton
S01668,2023-03-19,CU1112,C0068,1,80938.0,80938.0,Robert Johnson
S01669,2024-09-18,CU1240,C0388,1,86645.0,86645.0,Micheal Diaz
S01670,2025-09-20,CU1000,C0179,1,69346.0,69346.0,Zachary Floyd
S01671,2023-07-22,CU1820,C0440,2,55639.0,111278.0,Jennifer Rodriguez
S01672,2023-04-02,CU1406,C0374,1,48996.0,48996.0,Joshua Frost
S01673,2025-01-05,CU1562,C0177,3,77196.0,231588.0,Dillon Parks
S01674,2025-09-24,CU0154,C0168,1,95851.0,95851.0,Kyle Rojas
S01675,2023-04-28,CU1350,C0210,2,84588.0,169176.0,Nicholas Collier
S01676,2022-11-09,CU1711,C0113,3,78857.0,236571.0,Kathleen Graham
S01677,2024-10-29,CU1674,C0497,1,65017.0,65017.0,Justin Lang
S01678,2025-10-25,CU1735,C0245,3,68395.0,205185.0,Richard Delgado
S01679,2025-05-30,CU1609,C0057,2,29320.0,58640.0,William Marquez
S01680,2023-10-14,CU0679,C0343,2,97297.0,194594.0,Donald Cohen
S01681,2023-12-05,CU0438,C0117,3,60610.0,181830.0,Samuel Payne
S01682,2025-04-17,CU0934,C0015,1,19066.0,19066.0,Michelle Guerra
S01683,2023-06-01,CU0385,C0312,3,62908.0,188724.0,Laura Jones
S01684,2023-04-26,CU1610,C0133,2,67059.0,134118.0,Kimberly Cobb
S01685,2023-07-08,CU0412,C0027,1,36727.0,36727.0,Adriana Parker
S01686,2024-12-25,CU1370,C0160,3,27567.0,82701.0,Tanya Martin
S01687,2025-10-03,CU0874,C0179,2,82637.0,165274.0,Rachel Morris
S01688,2025-03-19,CU1626,C0203,3,24712.0,74136.0,Melissa Lozano
S01689,2025-08-02,CU1021,C0167,1,19934.0,19934.0,Jasmine Chen
S01690,2023-11-12,CU1694,C0115,2,51602.0,103204.0,Janet Ochoa
S01691,2025-05-01,CU1990,C0249,1,39819.0,39819.0,Alice Smith
S01692,2023-07-18,CU0723,C0201,3,85964.0,257892.0,Xavier Bennett
S01693,2024-07-03,CU1082,C0260,2,69412.0,138824.0,Matthew Barnes
S01694,2023-11-20,CU0502,C0134,2,65048.0,130096.0,Nicholas Jarvis
S01695,2025-04-19,CU1751,C0101,1,96944.0,96944.0,Ryan Green
S01696,2023-03-15,CU0357,C0453,1,32025.0,32025.0,Nicole Hancock
S01697,2024-05-25,CU1544,C0350,3,91979.0,275937.0,Kristen Lewis
S01698,2023-03-26,CU0424,C0143,2,16022.0,32044.0,William Gilbert
S01699,2022-12-20,CU0274,C0256,3,33589.0,100767.0,Katie Buchanan
S01700,2024-02-16,CU0685,C0269,1,26666.0,26666.0,David Miller
S01701,2023-02-16,CU1502,C0041,2,17371.0,34742.0,James Elliott
S01702,2024-08-06,CU1380,C0225,2,63878.0,127756.0,Brenda Levine
S01703,2025-04-03,CU0389,C0386,1,51080.0,51080.0,Elizabeth Adkins
S01704,2025-08-11,CU0753,C0462,3,97735.0,293205.0,Albert Weaver
S01705,2025-07-07,CU0719,C0238,1,56236.0,56236.0,Michael Gonzalez
S01706,2025-01-25,CU0667,C0239,3,48806.0,146418.0,Alexis Russell
S01707,2025-01-22,CU1676,C0456,3,31940.0,95820.0,Ashley Stanley
S01708,2024-04-02,CU1814,C0376,1,49490.0,49490.0,Keith Armstrong
S01709,2025-06-05,CU1267,C0186,3,16038.0,48114.0,Jenny Lopez
S01710,2025-09-11,CU1540,C0059,2,90011.0,180022.0,Sandra Carroll
S01711,2023-09-10,CU1086,C0164,3,27054.0,81162.0,Daniel Harris
S01712,2023-01-28,CU1645,C0420,2,29946.0,59892.0,Heather Andrews
S01713,2023-10-09,CU0279,C0166,1,87351.0,87351.0,Cory Schwartz
S01714,2023-06-30,CU0292,C0149,3,70650.0,211950.0,Tammy Rodriguez
S01715,2024-12-30,CU0598,C0432,2,79874.0,159748.0,Courtney Lewis
S01716,2023-06-27,CU0176,C0444,1,29582.0,29582.0,Rhonda Peterson
S01717,2025-01-10,CU0637,C0404,1,82864.0,82864.0,Barbara Fuller
S01718,2023-06-17,CU1137,C0263,3,44327.0,132981.0,Cheryl Wall
S01719,2024-02-04,CU1073,C0172,1,76677.0,76677.0,Steven Neal
S01720,2024-03-19,CU1252,C0129,1,47803.0,47803.0,Frank Harris
S01721,2024-05-20,CU1350,C0171,2,65814.0,131628.0,Jonathan Coleman
S01722,2025-09-11,CU1524,C0064,3,26177.0,78531.0,Alan Acevedo
S01723,2025-07-25,CU1369,C0411,2,50035.0,100070.0,Thomas Moyer
S01724,2025-06-15,CU0782,C0067,3,29128.0,87384.0,Ronnie Price
S01725,2024-04-12,CU1687,C0405,1,58574.0,58574.0,Jeffrey James
S01726,2024-01-21,CU0057,C0081,1,17260.0,17260.0,Rachel Wheeler
S01727,2022-11-24,CU0849,C0298,2,69426.0,138852.0,Tiffany Roman MD
S01728,2024-04-18,CU0701,C0349,1,23276.0,23276.0,Ryan Lewis
S01729,2025-04-23,CU0600,C0224,1,70187.0,70187.0,Rebecca Blevins
S01730,2023-09-06,CU0133,C0085,2,87096.0,174192.0,Megan Wolfe
S01731,2025-10-11,CU1369,C0117,2,20517.0,41034.0,Jason Morgan
S01732,2025-05-08,CU1807,C0477,1,20454.0,20454.0,Charles Moss
S01733,2025-07-10,CU0959,C0261,1,39224.0,39224.0,Jason Frank
S01734,2024-10-30,CU1733,C0437,1,27349.0,27349.0,Patrick Webb
S01735,2024-12-11,CU1519,C0263,2,22636.0,45272.0,Joseph Carr
S01736,2025-06-19,CU1517,C0408,1,64684.0,64684.0,Derek Foster
S01737,2025-01-31,CU0808,C0298,2,62604.0,125208.0,Kevin Hawkins
S01738,2022-11-24,CU1002,C0484,3,21521.0,64563.0,Michael Mclaughlin
S01739,2023-10-13,CU0798,C0414,1,55785.0,55785.0,Janet Sloan
S01740,2024-04-14,CU1920,C0141,3,22215.0,66645.0,Nicholas Baldwin
S01741,2024-03-02,CU0750,C0444,1,86042.0,86042.0,Jason Miller
S01742,2023-02-04,CU0007,C0035,1,42993.0,42993.0,Melissa Green
S01743,2024-06-07,CU1426,C0310,3,78147.0,234441.0,Ms. Debra Davis DDS
S01744,2025-06-13,CU1200,C0488,3,49304.0,147912.0,Gina Austin
S01745,2025-05-01,CU1051,C0483,1,97550.0,97550.0,Gregory Kennedy
S01746,2023-11-03,CU0055,C0035,3,33924.0,101772.0,Stephen Larson Jr.
S01747,2023-01-14,CU0776,C0405,3,60353.0,181059.0,Kimberly Hammond
S01748,2023-04-30,CU1669,C0040,2,67722.0,135444.0,Brittany Gibbs
S01749,2023-10-06,CU0713,C0306,3,64896.0,194688.0,John Jackson
S01750,2022-12-28,CU0867,C0116,1,45680.0,45680.0,Bethany Olson
S01751,2024-02-04,CU0622,C0377,1,99431.0,99431.0,Dr. Cathy Lee
S01752,2025-10-05,CU1350,C0239,1,50845.0,50845.0,Sandra Cruz
S01753,2022-11-20,CU1352,C0092,3,55096.0,165288.0,Jose Knox
S01754,2025-03-10,CU1878,C0302,3,80454.0,241362.0,Andrea Martinez
S01755,2025-10-11,CU0379,C0172,3,42529.0,127587.0,Miss Anna Gibson
S01756,2024-05-29,CU0495,C0090,1,21418.0,21418.0,Hannah Ray
S01757,2024-11-23,CU1759,C0264,1,71644.0,71644.0,Taylor Goodman
S01758,2023-04-09,CU1205,C0435,3,59996.0,179988.0,Andrew Mitchell
S01759,2025-09-16,CU1947,C0080,1,99538.0,99538.0,Wendy Lopez
S01760,2025-09-26,CU0291,C0029,1,64488.0,64488.0,Andrew Fuller DVM
S01761,2023-01-30,CU1760,C0433,2,45779.0,91558.0,Nathan Dixon
S01762,2023-06-04,CU0081,C0360,1,69894.0,69894.0,David King
S01763,2025-05-24,CU1920,C0383,3,24427.0,73281.0,Michael Brown
S01764,2025-06-02,CU1642,C0249,1,78073.0,78073.0,Carmen Solis
S01765,2022-11-19,CU1338,C0171,2,35552.0,71104.0,Daniel Beasley
S01766,2023-03-22,CU0329,C0283,2,35707.0,71414.0,Jerry Hood
S01767,2023-08-06,CU0432,C0110,3,37633.0,112899.0,Frederick Powell
S01768,2025-01-04,CU0114,C0155,2,77829.0,155658.0,Glenn Lopez
S01769,2025-01-26,CU0370,C0341,3,61629.0,184887.0,James Soto
S01770,2025-03-21,CU0954,C0270,2,57202.0,114404.0,Heather Johnson
S01771,2025-09-05,CU1929,C0124,1,60819.0,60819.0,Christopher Williams
S01772,2024-07-19,CU0888,C0360,3,35147.0,105441.0,Andrew Morrow
S01773,2023-10-19,CU1225,C0397,2,69748.0,139496.0,Jessica Roberson
S01774,2025-07-14,CU0888,C0383,3,75761.0,227283.0,Amy Skinner
S01775,2024-03-15,CU0527,C0079,1,81482.0,81482.0,William Armstrong
S01776,2023-07-22,CU1419,C0182,1,96481.0,96481.0,Victoria Reed
S01777,2023-01-10,CU1924,C0084,1,90698.0,90698.0,Kimberly Ruiz
S01778,2023-12-01,CU1995,C0319,2,84289.0,168578.0,Patrick Perez
S01779,2024-04-05,CU0061,C0001,1,65983.0,65983.0,Douglas Ramirez
S01780,2023-09-10,CU1394,C0055,3,66792.0,200376.0,Jon Smith
S01781,2023-12-17,CU1942,C0281,3,18644.0,55932.0,Brenda Walters
S01782,2025-06-27,CU0826,C0477,3,59960.0,179880.0,Victoria Graves
S01783,2024-11-12,CU1858,C0305,2,68922.0,137844.0,Linda Peck
S01784,2023-12-13,CU0613,C0063,2,18879.0,37758.0,Karen Nelson
S01785,2024-02-02,CU0714,C0451,3,26318.0,78954.0,Terry Hughes
S01786,2025-01-24,CU1240,C0401,2,34045.0,68090.0,Misty Russell
S01787,2025-04-19,CU1777,C0149,3,52862.0,158586.0,Carl Jackson
S01788,2022-11-14,CU0337,C0419,1,95563.0,95563.0,Cameron Owens
S01789,2023-08-16,CU1798,C0363,2,19542.0,39084.0,Todd Chandler
S01790,2025-06-21,CU1352,C0325,1,63177.0,63177.0,Lisa Burnett
S01791,2025-02-01,CU1987,C0356,1,68435.0,68435.0,Billy Myers
S01792,2025-04-24,CU1272,C0086,1,39020.0,39020.0,Aaron Farrell
S01793,2025-04-24,CU0465,C0077,3,37031.0,111093.0,Michael Mosley
S01794,2024-02-28,CU0741,C0230,3,54938.0,164814.0,Amanda Fletcher
S01795,2025-07-20,CU0941,C0474,2,23562.0,47124.0,Thomas Marsh
S01796,2022-11-05,CU0656,C0142,3,77728.0,233184.0,Randall Rivera
S01797,2025-02-01,CU1198,C0283,3,26717.0,80151.0,Ricardo Brown
S01798,2025-03-02,CU1728,C0013,2,58619.0,117238.0,Angie Buckley
S01799,2024-03-20,CU1915,C0221,2,16468.0,32936.0,Jeremy Tyler
S01800,2025-04-02,CU1282,C0222,3,32961.0,98883.0,Rick Wilson
S01801,2023-09-18,CU1655,C0416,1,56979.0,56979.0,Debra Webb
S01802,2024-10-01,CU1785,C0053,1,89345.0,89345.0,Kaitlyn White
S01803,2025-02-17,CU1549,C0488,3,95501.0,286503.0,Mr. Joe Mccoy
S01804,2024-03-04,CU0884,C0218,1,30994.0,30994.0,Susan Dodson
S01805,2025-09-27,CU1206,C0014,1,27334.0,27334.0,Melanie Anderson
S01806,2024-11-14,CU0646,C0473,1,59746.0,59746.0,Amber Thompson
S01807,2025-03-16,CU1385,C0485,3,85018.0,255054.0,John Wyatt
S01808,2024-05-18,CU0176,C0110,1,40194.0,40194.0,Bianca Bowers
S01809,2024-02-05,CU1882,C0042,3,81917.0,245751.0,Robert Baldwin
S01810,2024-12-06,CU1627,C0023,2,74330.0,148660.0,Douglas Rose
S01811,2025-10-29,CU1668,C0266,2,52683.0,105366.0,Kerri Hill
S01812,2024-07-15,CU0992,C0341,1,17933.0,17933.0,Maria Haas
S01813,2023-08-26,CU0523,C0383,3,91941.0,275823.0,Haley Smith
S01814,2023-12-07,CU0423,C0097,1,35753.0,35753.0,Robin Smith
S01815,2025-02-20,CU1414,C0357,3,19320.0,57960.0,Jason Park
S01816,2024-01-16,CU0311,C0140,1,24821.0,24821.0,Gregory Ramos
S01817,2025-05-23,CU0521,C0322,3,63379.0,190137.0,Denise Poole
S01818,2022-12-11,CU0452,C0362,2,25216.0,50432.0,Elizabeth Estrada
S01819,2023-10-03,CU1274,C0216,1,98205.0,98205.0,Tracy Mitchell
S01820,2024-07-31,CU1658,C0338,3,75352.0,226056.0,Luis Barrett
S01821,2025-03-19,CU1921,C0204,1,92774.0,92774.0,Cristina Mann
S01822,2025-10-04,CU1689,C0241,1,97638.0,97638.0,Joel Barron
S01823,2023-12-03,CU1931,C0255,3,25859.0,77577.0,Rebecca Chandler
S01824,2024-10-30,CU1901,C0224,2,99610.0,199220.0,Nicholas Sandoval
S01825,2025-05-24,CU1478,C0233,3,78235.0,234705.0,Christine Sanchez
